,Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield,Depósitos,Cart. de Crédito,Result Int Financ,Result Int Financ (3 meses),Rec Serviços,Rec Serviços (3 meses)
3,SLCE3,18.2,ON NM,18/07/2025,SLC Agricola ON NM,16.28,Agropecuária,20.25,Agricultura,37990700.0,8068600000.0,31/03/2025,13136100000.0,443330000.0,10.8,1.69,1.64,11.08,4.27,31.7,0.93,21.9,0.46,8.8,3.44,10.8,-1.73,12.3,15.2,5.94,1.44,6.95,1.29,13.6,0.49,17469100000.0,6320930000.0,1253400000.0,5067530000.0,7722950000.0,4911400000.0,8643500000.0,2834670000.0,1891380000.0,868699000.0,747091000.0,460672000.0,3.0,,,,,,
4,SOJA3,10.27,ON NM,18/07/2025,BOA SAFRA ON NM,9.56,Agropecuária,15.26,Agricultura,5499440.0,1389760000.0,31/03/2025,1347680000.0,135322000.0,13.89,0.74,1.03,9.96,9.14,12.8,0.73,8.0,0.4,8.9,0.78,4.4,1.38,7.4,7.4,7.24,3.46,8.86,0.63,33.8,0.55,3474840000.0,844673000.0,886747000.0,-42074000.0,2518820000.0,1347510000.0,1903170000.0,131217000.0,152104000.0,-7171000.0,100022000.0,718000.0,2.9,,,,,,
5,LAND3,9.88,ON NM,18/07/2025,TERRASANTAPA ON NM,9.72,Agropecuária,15.85,Agricultura,406447.0,950723000.0,31/03/2025,1048290000.0,96227000.0,89.56,0.11,1.3,7.58,25.2,93.7,12.85,51.0,0.99,14.4,-64.06,3.9,-5.74,4.0,1.5,25.56,0.8,27.78,0.14,-7.0,0.08,955762000.0,102807000.0,5238000.0,97569000.0,60644000.0,729614000.0,73976000.0,21964000.0,37729000.0,14444000.0,10616000.0,9706000.0,0.7,,,,,,
6,AMBP3,141.79,ON NM,18/07/2025,AMBIPAR ON NM,27.12,Água e Saneamento,268.51,Água e Saneamento,27630500.0,23684900000.0,31/03/2025,29930300000.0,167042000.0,-105.35,-1.35,18.0,7.88,20.79,19.3,3.44,16.5,1.38,-2.0,4.77,6.6,-3.28,9.6,-17.1,15.84,2.88,26.27,8.5,64.5,0.4,17179600000.0,11188100000.0,4942710000.0,6245420000.0,7591940000.0,1315480000.0,6886560000.0,1739750000.0,1139210000.0,302541000.0,-224814000.0,-190534000.0,,,,,,,
7,SAPR4,6.98,PN,18/07/2025,SANEPAR PN,4.87,Água e Saneamento,7.42,Água e Saneamento,9101400.0,10548200000.0,31/03/2025,15308800000.0,1511210000.0,4.44,1.57,0.88,7.96,5.64,56.2,1.52,26.9,0.42,34.1,9.75,7.5,-1.12,8.2,19.7,6.25,1.47,8.19,0.55,9.9,0.28,24877800000.0,6609240000.0,1848620000.0,4760620000.0,3383390000.0,12036700000.0,6955440000.0,1805230000.0,1869880000.0,209055000.0,2373990000.0,1207990000.0,6.4,,,,,,
8,SAPR11,35.78,UNT N2,18/07/2025,SANEPAR UNT N2,24.38,Água e Saneamento,37.82,Água e Saneamento,47059900.0,10814200000.0,31/03/2025,15574800000.0,1511210000.0,4.56,7.85,0.9,39.82,5.78,56.2,1.55,26.9,0.43,34.1,10.0,7.5,-1.14,8.2,19.7,6.36,1.47,8.33,0.55,9.9,0.28,24877800000.0,6609240000.0,1848620000.0,4760620000.0,3383390000.0,12036700000.0,6955440000.0,1805230000.0,1869880000.0,209055000.0,2373990000.0,1207990000.0,6.2,,,,,,
9,SAPR3,7.83,ON,18/07/2025,SANEPAR ON,4.7,Água e Saneamento,7.97,Água e Saneamento,1650040.0,11832700000.0,31/03/2025,16593400000.0,1511210000.0,4.98,1.57,0.98,7.96,6.33,56.2,1.7,26.9,0.48,34.1,10.94,7.5,-1.25,8.2,19.7,6.78,1.47,8.87,0.55,9.9,0.28,24877800000.0,6609240000.0,1848620000.0,4760620000.0,3383390000.0,12036700000.0,6955440000.0,1805230000.0,1869880000.0,209055000.0,2373990000.0,1207990000.0,5.2,,,,,,
10,CSMG3,26.12,ON,18/07/2025,COPASA MG ON,19.12,Água e Saneamento,28.75,Água e Saneamento,65458700.0,9932210000.0,31/03/2025,15216500000.0,380253000.0,7.13,3.67,1.2,21.82,4.41,43.0,1.23,27.9,0.62,17.3,22.51,14.1,-1.9,15.1,16.8,4.94,1.22,6.75,0.72,10.8,0.51,15936400000.0,5988910000.0,704576000.0,5284330000.0,2421900000.0,8296170000.0,8077040000.0,2061360000.0,2253710000.0,636893000.0,1393880000.0,428509000.0,6.4,,,,,,
11,SBSP3,110.68,ON NM,18/07/2025,SABESP ON NM,82.45,Água e Saneamento,120.54,Água e Saneamento,300424000.0,75650900000.0,31/03/2025,95152600000.0,683510000.0,7.39,14.98,1.97,56.18,4.47,53.9,1.99,44.5,0.88,26.9,69.43,19.8,-2.24,22.1,26.7,4.9,1.09,5.62,0.72,19.0,0.44,85690900000.0,27638300000.0,8136580000.0,19501700000.0,13501700000.0,38397900000.0,38011400000.0,8426200000.0,16923900000.0,2814420000.0,10238400000.0,1482090000.0,3.4,,,,,,
12,ORVR3,49.0,ON NM,18/07/2025,ORIZON ON NM,36.22,Água e Saneamento,53.92,Água e Saneamento,21801700.0,4710220000.0,31/03/2025,6229540000.0,96126900.0,162.24,0.3,6.1,8.03,18.98,44.7,5.04,26.5,1.39,4.4,11.09,7.3,-2.88,8.7,3.8,14.87,1.93,25.1,2.5,26.3,0.28,3387080000.0,1929290000.0,409969000.0,1519320000.0,882969000.0,771834000.0,935127000.0,240800000.0,248193000.0,57556000.0,29032000.0,-6322000.0,,,,,,,
13,JALL3,3.57,ON NM,18/07/2025,JALLESMACHAD ON NM,3.57,Alimentos Processados,7.33,Açucar e Alcool,2291100.0,1083640000.0,31/03/2025,4390520000.0,303542000.0,-19.37,-0.18,0.54,6.6,3.64,27.3,0.46,12.7,0.15,-2.4,0.87,4.2,-0.38,5.2,-2.8,3.23,2.19,14.73,2.27,19.8,0.33,7137610000.0,4547700000.0,1240830000.0,3306870000.0,2301200000.0,2003170000.0,2337910000.0,653590000.0,297997000.0,-22638000.0,-55950000.0,-13862000.0,1.9,,,,,,
14,BEEF3,5.12,ON NM,18/07/2025,Minerva ON NM,3.47,Alimentos Processados,6.43,Carnes e Derivados,82199700.0,5091780000.0,31/03/2025,20677100000.0,994489000.0,-4.24,-1.21,-7.83,-0.65,1.96,20.1,0.13,6.8,0.13,-3.1,0.69,6.5,-0.29,12.1,184.6,6.15,1.48,7.94,-42.2,12.3,0.95,40181400000.0,27459400000.0,11874100000.0,15585300000.0,22847600000.0,-650682000.0,38077900000.0,11196200000.0,2603810000.0,691197000.0,-1201410000.0,156368000.0,,,,,,,
15,FICT3,3.42,ON,18/07/2025,FICTORALIMEN ON,0.58,Alimentos Processados,4.57,Carnes e Derivados,69966.0,81413100.0,31/03/2025,85788100.0,23805000.0,-3.33,-1.03,-8.94,-0.38,-16.31,94.8,-6.75,41.4,18.32,202.5,-62.67,-112.3,-6.03,-113.0,268.3,-16.39,0.03,-17.18,-0.48,-13.9,-2.71,4445000.0,4375000.0,,4375000.0,44000.0,-9103000.0,-12063000.0,,-4993000.0,-620000.0,-24427000.0,-620000.0,,,,,,,
16,JBSS3,39.03,ON NM,06/06/2025,JBS ON NM,26.29,Alimentos Processados,44.69,Carnes e Derivados,339328000.0,33886000000.0,31/03/2025,118597000000.0,868204000.0,3.11,12.55,0.78,49.88,1.31,15.0,0.08,5.9,0.14,2.7,0.88,10.8,-0.37,14.7,25.2,3.11,1.62,4.58,2.64,8.9,1.85,239482000000.0,114415000000.0,29704700000.0,84710700000.0,99785200000.0,43308500000.0,441932000000.0,114127000000.0,25910500000.0,5146420000.0,10893600000.0,2923660000.0,39.3,,,,,,
17,MRFG3,22.64,ON NM,18/07/2025,Marfrig ON NM,9.43,Alimentos Processados,25.85,Carnes e Derivados,175845000.0,19423500000.0,31/03/2025,62758900000.0,857928000.0,6.89,3.29,6.9,3.28,2.95,13.1,0.12,4.2,0.14,2.6,2.15,4.9,-0.3,7.0,100.2,4.52,1.22,9.52,22.57,21.6,1.16,135354000000.0,63574900000.0,20239400000.0,43335400000.0,50053600000.0,2816470000.0,156675000000.0,39405000000.0,6590410000.0,1257820000.0,2820690000.0,87904000.0,13.2,,,,,,
18,CAML3,4.98,ON NM,18/07/2025,CAMIL ON NM,3.41,Alimentos Processados,9.61,Alimentos Diversos,6541860.0,1743000000.0,31/05/2025,5625380000.0,350000000.0,8.52,0.58,0.5,9.97,3.09,19.7,0.14,4.7,0.14,1.7,0.82,4.6,-1.19,6.8,5.9,6.76,1.42,9.98,1.58,11.1,0.99,12142400000.0,5506720000.0,1624330000.0,3882380000.0,7187780000.0,3488880000.0,12050600000.0,2687330000.0,563432000.0,162975000.0,204459000.0,66002000.0,5.9,,,,,,
19,BRFS3,20.4,ON NM,18/07/2025,BRF Foods ON NM,17.93,Alimentos Processados,28.59,Carnes e Derivados,239750000.0,34322500000.0,31/03/2025,41287500000.0,1682470000.0,8.96,2.28,2.14,9.54,4.61,26.2,0.54,11.7,0.55,6.7,3.47,11.8,-2.44,21.3,23.9,3.77,1.46,5.55,1.24,9.9,1.01,62889700000.0,19946600000.0,12981500000.0,6965070000.0,31458500000.0,16044400000.0,63513600000.0,15512000000.0,7440570000.0,1891450000.0,3832720000.0,1124430000.0,3.5,,,,,,
20,SMTO3,17.78,ON NM,18/07/2025,SAO MARTINHO ON NM,17.09,Alimentos Processados,30.87,Açucar e Alcool,33083700.0,5910690000.0,31/03/2025,13747600000.0,332435000.0,10.62,1.67,0.88,20.15,5.0,24.9,0.83,16.5,0.27,7.8,1.59,5.4,-0.67,6.5,8.3,3.83,2.43,11.62,1.63,12.8,0.33,21769400000.0,10919900000.0,3083030000.0,7836880000.0,6305240000.0,6699360000.0,7162030000.0,1737580000.0,1182670000.0,144340000.0,556731000.0,105041000.0,5.2,,,,,,
21,JOPA3,22.0,ON,03/07/2025,JOSAPAR S/A ON,19.55,Alimentos Processados,22.37,Alimentos Diversos,2019.0,232804000.0,31/03/2025,774850000.0,10582000.0,11.62,1.89,0.39,56.9,2.38,21.7,0.11,4.5,0.1,1.2,0.32,4.3,1.75,6.4,3.3,6.95,1.82,7.91,1.99,6.0,0.96,2272590000.0,1195190000.0,653141000.0,542046000.0,1639240000.0,602064000.0,2186350000.0,388261000.0,97975000.0,16316000.0,20038000.0,936000.0,2.9,,,,,,
22,MNPR3,26.13,ON,17/07/2025,MINUPAR ON,12.4,Alimentos Processados,32.95,Carnes e Derivados,36597.0,185523000.0,31/03/2025,185545000.0,7100000.0,12.78,2.04,-0.62,-42.32,2.83,27.6,0.51,18.0,0.49,4.0,-0.5,17.2,-0.4,18.2,-4.8,2.5,0.37,2.83,,7.2,0.95,380495000.0,86000.0,64000.0,22000.0,214596000.0,-300501000.0,362875000.0,105476000.0,65456000.0,23057000.0,14512000.0,11360000.0,,,,,,,
23,MDIA3,24.73,ON NM,18/07/2025,MDIASBRANCO ON NM,18.93,Alimentos Processados,28.87,Alimentos Diversos,14771600.0,8383470000.0,31/03/2025,8403920000.0,339000000.0,14.96,1.65,1.05,23.47,9.79,33.1,0.86,8.8,0.65,5.8,2.65,6.7,7.87,9.1,7.0,6.81,2.15,9.82,0.29,9.1,0.76,12808800000.0,2308510000.0,2288060000.0,20452100.0,5918380000.0,7956180000.0,9731340000.0,2208910000.0,856226000.0,113943000.0,560416000.0,69409000.0,2.2,,,,,,
24,BAUH4,82.49,PN,03/07/2025,EXCELSIOR PN,76.77,Alimentos Processados,84.0,Carnes e Derivados,16114.0,430763000.0,31/03/2025,386001000.0,5222000.0,16.11,5.12,3.3,24.98,21.78,25.0,1.68,7.7,2.27,10.4,9.61,10.4,10.3,17.9,20.5,15.29,1.79,19.52,-,9.1,1.35,189876000.0,,44762000.0,-44762000.0,101279000.0,130425000.0,256223000.0,65969000.0,19776000.0,6768000.0,26744000.0,5716000.0,1.5,,,,,,
25,HAPV3,32.19,ON NM,18/07/2025,HAPVIDA ON NM,30.45,ServMédHospit Análises e Diagnósticos,69.9,ServMédHospit Análises e Diagnósticos,202874000.0,16179700000.0,31/03/2025,19846000000.0,502631000.0,-30.62,-1.05,0.33,97.22,18.9,12.3,0.56,2.9,0.22,-1.8,2.54,1.2,-1.22,1.3,-1.1,11.28,2.1,23.19,0.27,37.8,0.39,74221500000.0,13144400000.0,9478150000.0,3666260000.0,12129500000.0,48864200000.0,29062500000.0,1469230000.0,855968000.0,643835000.0,-528456000.0,186122000.0,,,,,,,
26,AALR3,5.07,ON NM,18/07/2025,ALLIAR ON NM,3.92,ServMédHospit Análises e Diagnósticos,16.17,ServMédHospit Análises e Diagnósticos,370565.0,772460000.0,31/03/2025,1315740000.0,152359000.0,-11.0,-0.46,0.72,7.06,6.25,28.0,0.62,9.9,0.27,-5.0,-61.23,4.3,-0.77,4.7,-6.5,5.69,0.98,10.64,0.62,5.3,0.43,2859010000.0,665554000.0,122270000.0,543284000.0,734367000.0,1074970000.0,1243350000.0,307063000.0,123630000.0,24096000.0,-70203000.0,-19828000.0,,,,,,,
27,ONCO3,5.47,ON NM,18/07/2025,ONCOCLINICAS ON NM,1.77,ServMédHospit Análises e Diagnósticos,7.29,ServMédHospit Análises e Diagnósticos,9007670.0,3565110000.0,31/03/2025,7384620000.0,651756000.0,-4.44,-1.23,1.19,4.6,6.46,31.8,0.57,8.8,0.33,-13.9,1.9,5.1,-1.05,6.7,-26.8,8.35,1.81,13.38,1.82,28.7,0.58,10825800000.0,5458350000.0,1638840000.0,3819510000.0,4202720000.0,2995770000.0,6261720000.0,1493160000.0,551741000.0,53400000.0,-802276000.0,-146494000.0,,,,,,,
28,MATD3,4.31,ON NM,18/07/2025,MATER DEI ON NM,3.42,ServMédHospit Análises e Diagnósticos,4.95,ServMédHospit Análises e Diagnósticos,1380560.0,1462930000.0,31/03/2025,2222640000.0,339428000.0,-4.06,-1.06,1.01,4.29,4.46,29.0,0.68,15.3,0.33,-16.3,1.46,7.5,-1.07,9.2,-24.8,5.09,2.95,6.78,0.98,33.4,0.49,4377370000.0,1430120000.0,670413000.0,759705000.0,1518860000.0,1454640000.0,2142520000.0,499318000.0,327903000.0,76554000.0,-360692000.0,19931000.0,1.7,,,,,,
29,DASA3,1.24,ON,18/07/2025,DIAGNOSTICOS DA AMERICA SA ON,1.24,ServMédHospit Análises e Diagnósticos,3.51,ServMédHospit Análises e Diagnósticos,1418810.0,1556210000.0,31/03/2025,10597100000.0,1255010000.0,-1.37,-0.91,0.2,6.23,1.45,27.6,0.1,7.0,0.06,-7.3,0.31,3.8,-0.16,4.6,-14.6,4.34,1.92,9.86,1.61,17.1,0.55,28261500000.0,12616500000.0,3575540000.0,9040910000.0,10395700000.0,7813960000.0,15420400000.0,3826270000.0,1074980000.0,342194000.0,-1137310000.0,-114272000.0,,,,,,,
30,ODPV3,11.3,ON NM,18/07/2025,ODONTOPREV ON NM,9.6,ServMédHospit Análises e Diagnósticos,11.76,ServMédHospit Análises e Diagnósticos,24825500.0,6167820000.0,31/03/2025,5669930000.0,545825000.0,10.97,1.03,4.52,2.5,8.53,36.5,2.66,31.2,2.76,24.3,-55.16,32.3,-24.46,42.6,41.2,7.32,0.85,7.84,-,7.3,1.04,2235900000.0,,497890000.0,-497890000.0,618940000.0,1364460000.0,2314490000.0,587800000.0,722748000.0,224137000.0,562231000.0,169724000.0,8.2,,,,,,
31,FLRY3,12.63,ON NM,18/07/2025,FLEURY ON NM,10.64,ServMédHospit Análises e Diagnósticos,15.9,ServMédHospit Análises e Diagnósticos,35031600.0,6911020000.0,31/03/2025,9948360000.0,547191000.0,11.01,1.15,1.32,9.55,5.76,27.6,0.89,15.4,0.52,7.8,2.63,9.0,-2.1,11.8,12.0,4.97,2.29,8.28,1.05,26.8,0.59,13270700000.0,5497900000.0,2460560000.0,3037340000.0,4663230000.0,5226800000.0,7795280000.0,2015070000.0,1200770000.0,334073000.0,627499000.0,179286000.0,8.1,,,,,,
32,RDOR3,32.89,ON NM,18/07/2025,REDE D OR ON NM,24.89,ServMédHospit Análises e Diagnósticos,37.6,ServMédHospit Análises e Diagnósticos,180620000.0,75294800000.0,31/03/2025,73146000000.0,2289290000.0,18.44,1.78,3.01,10.92,9.56,19.4,1.47,15.3,0.72,8.1,2.19,7.6,-3.14,12.5,16.3,7.65,2.87,9.29,1.51,37.9,0.49,104304000000.0,37845200000.0,39994100000.0,-2148860000.0,52764400000.0,25003000000.0,51349300000.0,12973000000.0,7876100000.0,2216330000.0,4082840000.0,1040490000.0,2.3,,,,,,
33,QUAL3,1.67,ON NM,18/07/2025,QUALICORP ON NM,1.44,ServMédHospit Análises e Diagnósticos,2.63,ServMédHospit Análises e Diagnósticos,3472800.0,474303000.0,31/03/2025,1344600000.0,284014000.0,125.91,0.01,0.37,4.57,0.9,84.4,0.31,33.9,0.11,0.8,3.44,11.9,-0.36,18.5,0.3,1.5,1.08,2.56,1.49,-7.3,0.35,4414630000.0,1932280000.0,1061980000.0,870295000.0,1768590000.0,1297730000.0,1547830000.0,371055000.0,524351000.0,143158000.0,3767000.0,14067000.0,0.3,,,,,,
34,AMOB3,10.56,ON NM,18/07/2025,AUTOMOB ON NM,10.3,Automóveis e Motocicletas,25.0,Automóveis e Motocicletas,1814600.0,400076000.0,31/03/2025,3004550000.0,37886000.0,-3.18,-3.32,0.18,59.72,1.37,13.8,0.03,2.0,0.05,-0.9,0.2,3.3,-0.3,4.5,-5.6,5.57,1.61,10.32,1.53,-,1.64,8857790000.0,3452760000.0,848279000.0,2604480000.0,5254870000.0,2262550000.0,14551200000.0,2999090000.0,291066000.0,74770000.0,-125636000.0,-35314000.0,,,,,,,
35,PLAS3,5.1,ON,15/07/2025,PLASCAR PARTICIPAÇÕES INDUSTRIAIS SA ON,5.1,Automóveis e Motocicletas,7.6,Automóveis e Motocicletas,900.0,63367500.0,31/03/2025,353927000.0,12425000.0,-0.46,-11.1,-0.11,-46.45,-5.96,13.1,0.06,-0.9,0.1,-12.0,-0.2,-1.7,-0.06,-2.0,23.9,7.39,0.39,-33.31,-0.54,27.0,1.81,635494000.0,311825000.0,21265000.0,290560000.0,206834000.0,-577159000.0,1147260000.0,264666000.0,-10625000.0,-17539000.0,-137861000.0,-57883000.0,,,,,,,
36,LEVE3,28.7,ON,18/07/2025,MAHLE METAL LEVE ON,24.55,Automóveis e Motocicletas,32.77,Automóveis e Motocicletas,8444190.0,3889970000.0,31/03/2025,4596960000.0,135539000.0,7.78,3.69,4.39,6.54,4.74,27.8,0.81,17.1,1.05,10.4,6.78,22.1,-7.15,34.7,56.4,4.91,1.34,5.6,1.16,14.4,1.29,3712260000.0,1031940000.0,324946000.0,706990000.0,2279550000.0,886641000.0,4803910000.0,1266640000.0,821528000.0,217729000.0,499701000.0,158647000.0,9.2,,,,,,
37,MYPK3,13.75,ON,18/07/2025,IOCHPE-MAXION ON,9.78,Automóveis e Motocicletas,13.93,Automóveis e Motocicletas,9737170.0,2113650000.0,31/03/2025,6004790000.0,153720000.0,9.38,1.47,0.49,28.02,2.04,12.0,0.13,6.6,0.14,2.1,0.78,6.8,-0.63,9.5,5.2,3.85,1.61,5.8,1.35,9.9,1.02,15329100000.0,5823880000.0,1932730000.0,3891140000.0,7175220000.0,4306800000.0,15674100000.0,3938050000.0,1034800000.0,217631000.0,225354000.0,10892000.0,4.2,,,,,,
38,ABEV3,13.32,ON,18/07/2025,AMBEV S/A ON,10.62,Bebidas,14.44,Cervejas e Refrigerantes,345654000.0,209945000000.0,31/03/2025,192853000000.0,15761600000.0,14.55,0.92,2.22,6.0,10.37,51.5,2.29,22.1,1.43,16.2,49.9,13.7,-25.38,19.2,15.3,7.13,1.11,9.52,0.03,8.7,0.62,147299000000.0,3218170000.0,20310300000.0,-17092100000.0,43551000000.0,94528300000.0,91673800000.0,22497400000.0,20252000000.0,5116180000.0,14430900000.0,3693950000.0,6.9,,,,,,
39,VSTE3,6.03,ON,18/07/2025,VESTE ON,5.53,Comércio,14.0,Tecidos. Vestuário e Calçados,217954.0,689434000.0,31/03/2025,987452000.0,114334000.0,-73.55,-0.08,0.67,9.0,16.46,63.3,0.61,3.7,0.42,-0.8,4.89,2.5,-5.11,2.8,-0.9,4.61,1.41,23.58,0.33,16.9,0.69,1646870000.0,341109000.0,43091000.0,298018000.0,482476000.0,1029440000.0,1129290000.0,265870000.0,41876000.0,-1614990.0,-9374000.0,-15318000.0,,,,,,,
40,PETZ3,3.95,ON NM,18/07/2025,PETZ ON NM,3.22,Comércio,5.5,Produtos Diversos,31572500.0,1827820000.0,31/03/2025,1922130000.0,462740000.0,-44.89,-0.09,1.1,3.58,10.48,46.9,0.54,5.2,0.47,-1.2,3.29,4.5,-2.19,5.6,-2.5,3.68,1.68,11.02,0.27,20.2,0.88,3862460000.0,440982000.0,346673000.0,94309000.0,1368730000.0,1658800000.0,3384200000.0,839167000.0,174368000.0,29677000.0,-40720000.0,-2437000.0,7.3,,,,,,
41,LJQQ3,2.37,ON NM,18/07/2025,QUERO-QUERO ON NM,1.88,Comércio,4.33,Produtos Diversos,6161240.0,462323000.0,31/03/2025,631748000.0,195073000.0,-5.45,-0.44,0.86,2.75,6.33,34.3,0.17,2.7,0.13,-3.1,0.56,2.1,-0.9,2.6,-15.8,3.04,1.54,8.64,0.93,10.9,0.8,3430220000.0,499958000.0,330533000.0,169425000.0,2380560000.0,536003000.0,2749520000.0,671524000.0,73087000.0,3477000.0,-84876000.0,-31099000.0,5.1,,,,,,
42,AMAR3,1.25,ON NM,18/07/2025,LOJAS MARISA ON NM,0.89,Comércio,1.63,Tecidos. Vestuário e Calçados,296375.0,641820000.0,31/03/2025,1277020000.0,513456000.0,-3.89,-0.32,2.23,0.56,6.28,50.1,0.45,7.1,0.31,-11.5,-1.72,5.0,-0.54,6.3,-57.5,4.72,0.6,12.49,2.24,-12.6,0.7,2044040000.0,644433000.0,9236000.0,635197000.0,570564000.0,287288000.0,1437010000.0,297902000.0,102252000.0,7108000.0,-165110000.0,2364000.0,,,,,,,
43,BHIA3,3.02,ON,18/07/2025,CASAS BAHIA ON,2.65,Comércio,10.32,Eletrodomésticos,15888700.0,287163000.0,31/03/2025,8827160000.0,95087000.0,-0.24,-12.54,0.14,21.97,0.15,30.8,0.01,6.7,0.01,-4.3,-0.06,5.7,-0.02,7.8,-57.1,3.02,0.74,4.74,4.66,-2.5,0.85,32816000000.0,9741000000.0,1201000000.0,8540000000.0,13565000000.0,2089000000.0,27850000000.0,6991000000.0,1862000000.0,493000000.0,-1192000000.0,-408000000.0,,,,,,,
44,AMER3,5.1,ON,18/07/2025,AMERICANAS ON,3.13,Comércio,78.0,Produtos Diversos,12242300.0,1021240000.0,31/03/2025,1985240000.0,200244000.0,0.14,36.62,0.23,22.35,-0.78,31.1,0.07,-9.5,0.06,53.6,0.43,-7.5,-0.18,-9.4,163.8,-6.71,1.49,-1.52,0.41,-2.0,0.79,17377000000.0,1827000000.0,863000000.0,964000000.0,7141000000.0,4475000000.0,13669000000.0,3058000000.0,-1304000000.0,-350000000.0,7332000000.0,-496000000.0,,,,,,,
45,SBFG3,11.92,ON,18/07/2025,GRUPO SBF ON,9.26,Comércio,17.59,Produtos Diversos,19251100.0,2908630000.0,31/03/2025,4739130000.0,244013000.0,5.14,2.32,1.0,11.91,4.93,49.3,0.4,8.2,0.34,7.8,2.05,7.0,-2.38,8.8,19.5,4.66,1.49,8.04,0.91,24.3,0.85,8449210000.0,2633710000.0,803209000.0,1830500000.0,4318110000.0,2907110000.0,7210850000.0,1554360000.0,589680000.0,112474000.0,565773000.0,67567000.0,4.6,,,,,,
46,CGRA4,27.52,PN,18/07/2025,GRAZZIOTIN PN,21.63,Comércio,29.11,Tecidos. Vestuário e Calçados,301145.0,566516000.0,31/03/2025,360773000.0,20585600.0,5.47,5.03,0.6,46.02,6.56,52.2,0.77,11.7,0.43,14.1,1.57,6.5,2.64,8.6,10.9,3.16,2.52,4.18,-,10.9,0.55,1329390000.0,,205743000.0,-205743000.0,597007000.0,947333000.0,735937000.0,135397000.0,86404000.0,-4679000.0,103555000.0,4415000.0,11.7,,,,,,
47,CGRA3,28.8,ON,18/07/2025,GRAZZIOTIN ON,21.98,Comércio,29.5,Tecidos. Vestuário e Calçados,96909.0,592866000.0,31/03/2025,387123000.0,20585600.0,5.73,5.03,0.63,46.02,6.86,52.2,0.81,11.7,0.45,14.1,1.65,6.5,2.76,8.6,10.9,3.4,2.52,4.48,-,10.9,0.55,1329390000.0,,205743000.0,-205743000.0,597007000.0,947333000.0,735937000.0,135397000.0,86404000.0,-4679000.0,103555000.0,4415000.0,11.2,,,,,,
48,ALLD3,6.91,ON NM,18/07/2025,ALLIED ON NM,6.39,Comércio,8.0,Eletrodomésticos,402505.0,653045000.0,31/03/2025,789640000.0,94507200.0,5.91,1.17,0.41,16.95,5.38,12.0,0.12,2.3,0.19,2.1,0.58,3.5,1.09,6.1,6.9,4.55,1.86,6.51,0.3,1.0,1.54,3434690000.0,474678000.0,338083000.0,136595000.0,2431510000.0,1601680000.0,5299400000.0,1197130000.0,121296000.0,35441000.0,110450000.0,15061000.0,18.6,,,,,,
49,WLMM4,22.36,PN,18/07/2025,WLM PN,22.36,Comércio,34.86,Material de Transporte,43249.0,814232000.0,31/03/2025,1151890000.0,36414700.0,6.53,3.42,1.02,21.82,4.65,12.4,0.27,5.7,0.57,4.1,1.67,12.3,3.81,13.8,15.7,6.35,2.36,6.58,0.53,26.3,2.14,1426330000.0,424351000.0,86689000.0,337662000.0,845084000.0,794718000.0,3053680000.0,679836000.0,175121000.0,38595000.0,124713000.0,21444000.0,7.2,,,,,,
50,WLMM3,24.0,ON,03/07/2025,WLM ON,23.18,Comércio,27.53,Material de Transporte,1080.0,873952000.0,31/03/2025,1211610000.0,36414700.0,7.01,3.42,1.1,21.82,4.99,12.4,0.29,5.7,0.61,4.1,1.79,12.3,4.09,13.8,15.7,6.68,2.36,6.92,0.53,26.3,2.14,1426330000.0,424351000.0,86689000.0,337662000.0,845084000.0,794718000.0,3053680000.0,679836000.0,175121000.0,38595000.0,124713000.0,21444000.0,6.1,,,,,,
51,GUAR3,7.69,ON,18/07/2025,GUARARAPES CONFECÇÕES ON,5.67,Comércio,9.71,Tecidos. Vestuário e Calçados,6837580.0,3838850000.0,31/03/2025,4707950000.0,499200000.0,11.79,0.65,0.71,10.78,4.5,59.4,0.39,8.7,0.29,3.3,1.42,6.4,10.2,7.9,6.0,3.04,1.49,5.52,0.37,12.6,0.74,13236300000.0,2010070000.0,1140970000.0,869099000.0,8229870000.0,5382710000.0,9845670000.0,2205000000.0,853588000.0,94744000.0,325482000.0,-26650000.0,,,,,,,
52,EPAR3,4.92,ON,18/07/2025,EMBPAR S/A ON,3.51,Comércio,5.05,Material de Transporte,26045.0,73116100.0,31/03/2025,58750100.0,14861000.0,12.74,0.39,1.34,3.68,-11.34,13.9,10.37,-91.4,1.06,81.4,4.56,-9.3,25.13,-11.8,10.5,-11.55,13.71,-9.12,-,-63.1,0.1,69038000.0,,14366000.0,-14366000.0,17303000.0,54645000.0,7052000.0,532000.0,-6445000.0,-2894000.0,5739000.0,-644000.0,37.3,,,,,,
