Papel,Cotação,Tipo,Data últ cot,Empresa,Min 52 sem,Setor,Max 52 sem,Subsetor,Vol $ méd (2m),Valor de mercado,Últ balanço processado,Valor da firma,Nro. Ações,P/L,LPA,P/VP,VPA,P/EBIT,Marg. Bruta,PSR,Marg. EBIT,P/Ativos,Marg. Líquida,P/Cap. Giro,EBIT / Ativo,P/Ativ Circ Liq,ROIC,ROE,EV / EBITDA,Liquidez Corr,EV / EBIT,Div Br/ Patrim,Cres. Rec (5a),Giro Ativos,Ativo,Dív. Bruta,Disponibilidades,Dív. Líquida,Ativo Circulante,Patrim. Líq,Receita Líquida,Receita Líquida (3 meses),EBIT,EBIT (3 meses),Lucro Líquido,Lucro Líquido (3 meses),Div. Yield
HAGA4,1.2,ON,29/08/2025,HAGA ON,1.14,Construção e Engenharia,1.34,Produtos para Construção,7762.0,14280000.0,30/06/2025,-14234500.0,11900000.0,16.42,0.07,-0.28,-4.3,-5.26,21.3,0.5,-9.4,0.21,3.0,0.4,-4.1,-0.24,-16.2,-1.7,8.28,2.46,5.24,-0.41,-9.0,0.43,67033900.0,20754100.0,49268600.0,-28514500.0,59597300.0,-51172200.0,28842900.0,5870820.0,-2715180.0,-1374330.0,869487.0,-399240.0,
HAGA3,2.04,ON,29/08/2025,HAGA ON,1.75,Construção e Engenharia,2.7,Produtos para Construção,1532.0,24276000.0,30/06/2025,-4238530.0,11900000.0,27.92,0.07,-0.47,-4.3,-8.94,21.3,0.84,-9.4,0.36,3.0,0.69,-4.1,-0.41,-16.2,-1.7,2.47,2.46,1.56,-0.41,-9.0,0.43,67033900.0,20754100.0,49268600.0,-28514500.0,59597300.0,-51172200.0,28842900.0,5870820.0,-2715180.0,-1374330.0,869487.0,-399240.0,
ATED3,2.23,ON,29/08/2025,ATOM EDUC ON,0.93,Diversos,2.23,Serviços Educacionais,44739.0,53085200.0,30/06/2025,51771200.0,23805000.0,-10.59,-0.21,2.55,0.87,29.35,92.8,1.77,6.0,2.1,-11.4,4.83,7.2,5.24,8.0,-24.1,17.2,7.52,28.62,0.05,-,1.19,25276000.0,1111000.0,2425000.0,-1314000.0,12665000.0,20783000.0,29984000.0,6417000.0,1809000.0,1087000.0,-5013000.0,-512000.0,
BIED3,3.23,ON,28/08/2025,BIOMA EDUC ON,3.13,Diversos,7.0,Serviços Educacionais,12168.0,86025200.0,30/06/2025,124559000.0,26633200.0,-1.2,-2.69,1.33,2.42,35.42,57.0,0.24,0.7,0.19,-20.6,-0.83,0.5,-0.28,0.6,-110.8,7.05,0.31,51.28,0.78,10.3,0.77,455835000.0,50384000.0,11850000.0,38534000.0,47183000.0,64582000.0,351274000.0,85836000.0,2428990.0,792000.0,-71551000.0,-10619000.0,
VTRU3,10.5,ON NM,29/08/2025,VITRUEDUCA ON NM,5.38,Diversos,11.4,Serviços Educacionais,3285150.0,1408810000.0,30/06/2025,3202080000.0,134172000.0,3.56,2.95,0.51,20.39,1.82,64.9,0.64,35.0,0.24,17.9,2.38,13.0,-0.62,14.7,14.5,3.23,2.66,4.13,0.86,11.0,0.37,5946300000.0,2351920000.0,558642000.0,1793280000.0,950109000.0,2736280000.0,2212700000.0,606006000.0,774688000.0,257873000.0,395764000.0,127296000.0,0.2
COGN3,2.92,ON,29/08/2025,COGNA ON,0.96,Diversos,3.15,Serviços Educacionais,83883200.0,5479690000.0,30/06/2025,10919000000.0,1876610000.0,4.93,0.59,0.44,6.7,2.49,68.2,0.81,32.7,0.23,18.1,3.7,9.3,-0.96,10.2,8.8,3.77,1.53,4.96,0.51,10.7,0.28,23649400000.0,6383630000.0,944287000.0,5439350000.0,4264420000.0,12565400000.0,6734400000.0,1664600000.0,2201630000.0,475701000.0,1110620000.0,118799000.0,2.3
CSED3,4.65,ON NM,29/08/2025,CRUZEIRO EDU ON NM,2.59,Diversos,5.38,Serviços Educacionais,1767970.0,1695120000.0,30/06/2025,2321480000.0,364543000.0,8.42,0.55,1.1,4.23,3.32,49.8,0.63,19.0,0.36,7.5,6.23,11.0,-0.8,13.0,13.1,3.01,1.38,4.55,0.83,10.9,0.58,4659040000.0,1282340000.0,655979000.0,626359000.0,994728000.0,1542860000.0,2680520000.0,721094000.0,510396000.0,127440000.0,201363000.0,62663000.0,4.5
MOVI3,7.09,ON NM,29/08/2025,MOVIDA ON NM,3.33,Diversos,8.81,Aluguel de carros,37038400.0,2466830000.0,30/06/2025,18515300000.0,347931000.0,8.61,0.82,0.93,7.61,0.77,30.9,0.17,22.4,0.08,2.0,-1.11,10.7,-0.13,14.6,10.8,3.38,0.77,5.79,7.36,34.3,0.48,29775600000.0,19487600000.0,3439080000.0,16048500000.0,7615070000.0,2648980000.0,14271300000.0,3679000000.0,3196330000.0,841175000.0,286460000.0,67596000.0,2.6
ANIM3,3.37,ON NM,29/08/2025,ANIMA ON NM,1.49,Diversos,4.44,Serviços Educacionais,23060300.0,1361040000.0,30/06/2025,5383890000.0,403869000.0,9.68,0.35,0.57,5.89,1.26,61.0,0.35,27.9,0.14,7.2,1.05,10.8,-0.29,12.9,5.9,3.54,2.22,4.98,2.3,18.7,0.39,10000000000.0,5467130000.0,1444280000.0,4022850000.0,2358350000.0,2379050000.0,3879120000.0,1005340000.0,1080490000.0,284927000.0,140564000.0,9539000.0,1.6
MILS3,12.53,ON NM,29/08/2025,MILLS ON NM,8.0,Diversos,12.53,Aluguel de carros,8344410.0,2934250000.0,30/06/2025,4176220000.0,234178000.0,9.74,1.29,1.92,6.54,4.88,63.2,1.71,35.0,0.78,17.6,4.38,15.9,-2.86,19.4,19.7,4.91,2.21,6.95,1.15,29.0,0.45,3784200000.0,1761190000.0,519216000.0,1241970000.0,1224850000.0,1530490000.0,1714530000.0,450060000.0,600879000.0,160753000.0,301398000.0,87232000.0,4.1
YDUQ3,13.15,ON,29/08/2025,YDUQS PART ON,7.61,Diversos,17.6,Serviços Educacionais,51631800.0,3604270000.0,30/06/2025,8095730000.0,274089000.0,12.07,1.09,1.19,11.1,4.24,61.0,0.66,15.6,0.38,5.5,7.24,8.9,-0.85,10.0,9.8,4.87,1.28,9.53,1.74,7.2,0.57,9549660000.0,5284350000.0,792888000.0,4491460000.0,2244910000.0,3041060000.0,5437240000.0,1378250000.0,849702000.0,167061000.0,298667000.0,3528000.0,4.3
SEER3,8.91,ON NM,29/08/2025,SER EDUCA ON NM,3.93,Diversos,10.6,Serviços Educacionais,5299520.0,1146910000.0,30/06/2025,1725680000.0,128722000.0,12.41,0.72,0.87,10.21,2.82,58.3,0.54,19.1,0.34,4.3,4.64,12.0,-1.03,13.2,7.0,2.75,1.35,4.25,0.63,12.6,0.63,3377910000.0,829748000.0,250983000.0,578765000.0,952940000.0,1314460000.0,2127590000.0,589237000.0,406368000.0,144412000.0,92440000.0,81326000.0,1.7
RENT3,35.84,ON,29/08/2025,LOCALIZA RENT A CAR ON,27.01,Diversos,44.52,Aluguel de carros,288595000.0,38801100000.0,30/06/2025,72121400000.0,1082620000.0,16.69,2.15,1.52,23.54,4.76,28.5,0.98,20.6,0.48,5.9,8.96,10.0,-1.01,12.3,9.1,5.44,1.33,8.85,1.63,42.8,0.49,81318700000.0,41569500000.0,8249250000.0,33320300000.0,17427500000.0,25487200000.0,39575500000.0,9900110000.0,8150560000.0,2020420000.0,2325430000.0,-167098000.0,4.9
VAMO3,4.33,ON NM,29/08/2025,VAMOS ON NM,3.58,Diversos,7.12,Aluguel de carros,52225600.0,4680870000.0,30/06/2025,17097400000.0,1081030000.0,18.16,0.24,1.8,2.41,1.72,73.7,1.22,71.1,0.21,6.7,1.8,12.1,-0.34,15.4,9.9,4.74,1.8,6.27,6.33,19.5,0.17,22443400000.0,16484400000.0,4067930000.0,12416500000.0,5867400000.0,2604220000.0,3833630000.0,1411670000.0,2725130000.0,675129000.0,257706000.0,92765000.0,6.3
ARML3,4.0,ON NM,29/08/2025,ARMAC ON NM,2.9,Diversos,8.86,Aluguel de carros,7424810.0,1385980000.0,30/06/2025,3292330000.0,346494000.0,18.9,0.21,1.12,3.56,3.25,35.9,0.74,22.9,0.3,4.2,1.61,9.3,-0.75,11.7,6.0,4.94,2.42,7.72,2.05,39.2,0.41,4585300000.0,2529690000.0,623332000.0,1906360000.0,1465550000.0,1232630000.0,1861860000.0,451467000.0,426538000.0,82075000.0,73350000.0,-6493000.0,5.6
DOTZ3,8.07,ON NM,29/08/2025,DOTZ SA ON NM,2.66,Diversos,8.81,Programas de Fidelização,89507.0,107508000.0,30/06/2025,154611000.0,13322000.0,139.26,0.06,-0.44,-18.42,7.67,82.5,0.61,7.9,0.48,0.4,-0.6,6.3,-0.3,11.0,-0.3,3.64,0.37,11.03,-0.4,11.5,0.8,222039000.0,98211000.0,51108000.0,47103000.0,106592000.0,-245402000.0,177001000.0,53704000.0,14019000.0,2922000.0,772000.0,1964000.0,
ENEV3,15.11,ON,29/08/2025,ENEVA ON,9.55,Energia Elétrica,15.14,Energia Elétrica,101762000.0,29267700000.0,30/06/2025,44583100000.0,1936970000.0,-136.13,-0.11,1.5,10.06,8.96,30.9,1.9,21.3,0.55,1.6,11.02,6.1,-1.25,6.8,-1.1,8.13,1.42,13.64,0.98,40.2,0.29,53385100000.0,19171200000.0,3855800000.0,15315400000.0,8955820000.0,19495000000.0,15377300000.0,3513980000.0,3268130000.0,909244000.0,-215006000.0,364475000.0,
AURE3,10.86,ON NM,29/08/2025,AUREN ON NM,7.34,Energia Elétrica,11.35,Energia Elétrica,41714400.0,11407100000.0,30/06/2025,31144700000.0,1050380000.0,-16.28,-0.67,0.9,12.08,7.23,19.4,1.03,14.3,0.23,-5.3,4.9,3.2,-0.43,3.6,-5.5,11.72,1.36,19.75,1.95,36.5,0.22,49202800000.0,24670800000.0,4933170000.0,19737600000.0,8733250000.0,12683800000.0,11050200000.0,2885530000.0,1577130000.0,353291000.0,-700663000.0,-615390000.0,0.5
RNEW3,1.04,ON N2,29/08/2025,RENOVA ON N2,0.85,Energia Elétrica,2.48,Energia Elétrica,68946.0,387071000.0,30/06/2025,1031240000.0,372184000.0,-3.05,-0.34,0.3,3.47,-10.74,-10.9,0.98,-9.1,0.13,-32.1,-3.16,-1.2,-0.27,-1.3,-9.8,15.13,0.69,-28.62,0.57,39.8,0.13,3026410000.0,731574000.0,87403000.0,644171000.0,277677000.0,1292890000.0,394637000.0,149932000.0,-36038000.0,23548000.0,-126756000.0,-222000.0,
RNEW11,3.0,UNT N2,29/08/2025,RENOVA UNT N2,2.6,Energia Elétrica,7.48,Energia Elétrica,13792.0,372184000.0,30/06/2025,1016360000.0,372184000.0,-2.94,-1.02,0.29,10.42,-10.33,-10.9,0.94,-9.1,0.12,-32.1,-3.03,-1.2,-0.26,-1.3,-9.8,14.91,0.69,-28.2,0.57,39.8,0.13,3026410000.0,731574000.0,87403000.0,644171000.0,277677000.0,1292890000.0,394637000.0,149932000.0,-36038000.0,23548000.0,-126756000.0,-222000.0,
RNEW4,1.0,PN N2,29/08/2025,RENOVA PN N2,0.88,Energia Elétrica,2.52,Energia Elétrica,130679.0,372184000.0,30/06/2025,1016360000.0,372184000.0,-2.94,-0.34,0.29,3.47,-10.33,-10.9,0.94,-9.1,0.12,-32.1,-3.03,-1.2,-0.26,-1.3,-9.8,14.91,0.69,-28.2,0.57,39.8,0.13,3026410000.0,731574000.0,87403000.0,644171000.0,277677000.0,1292890000.0,394637000.0,149932000.0,-36038000.0,23548000.0,-126756000.0,-222000.0,
CEED3,8.5,ON N1,29/08/2025,CEEE-D ON N1,6.65,Energia Elétrica,14.0,Energia Elétrica,2642.0,580167000.0,30/06/2025,5889360000.0,68255000.0,-1.17,-7.25,-0.15,-55.34,0.94,18.5,0.1,10.5,0.07,-8.4,1.18,7.1,-0.06,8.8,13.1,7.23,1.22,9.59,-1.67,8.3,0.68,8602980000.0,6321010000.0,1011820000.0,5309190000.0,2686530000.0,-3777380000.0,5865920000.0,1406240000.0,614195000.0,54243000.0,-494608000.0,-235328000.0,
LIGT3,5.69,ON,29/08/2025,LIGHT SA ON,3.69,Energia Elétrica,7.3,Energia Elétrica,8732560.0,2119840000.0,30/06/2025,8580750000.0,372555000.0,0.88,6.5,0.38,15.0,1.44,17.1,0.14,9.8,0.08,16.1,2.51,5.6,-0.15,7.1,43.3,3.59,1.15,5.83,1.72,0.4,0.57,26154600000.0,9637290000.0,3176380000.0,6460910000.0,6482630000.0,5588970000.0,15030800000.0,3456410000.0,1473000000.0,170456000.0,2420530000.0,-51444000.0,
CEEB5,36.7,PNA,29/08/2025,COELBA PNA,34.06,Energia Elétrica,45.6,Energia Elétrica,424.0,9618920000.0,30/06/2025,24699900000.0,262096000.0,4.51,8.13,1.14,32.28,2.19,30.3,0.55,25.1,0.3,12.2,-11.11,13.7,-0.53,14.6,25.2,4.56,0.86,5.62,1.84,6.5,0.55,31978000000.0,15533000000.0,452000000.0,15081000000.0,5329000000.0,8461000000.0,17509000000.0,4592000000.0,4396000000.0,1081000000.0,2132000000.0,721000000.0,5.0
CEEB3,37.39,ON,29/08/2025,COELBA ON,35.61,Energia Elétrica,38.93,Energia Elétrica,24901.0,9799770000.0,30/06/2025,24880800000.0,262096000.0,4.6,8.13,1.16,32.28,2.23,30.3,0.56,25.1,0.31,12.2,-11.32,13.7,-0.54,14.6,25.2,4.59,0.86,5.66,1.84,6.5,0.55,31978000000.0,15533000000.0,452000000.0,15081000000.0,5329000000.0,8461000000.0,17509000000.0,4592000000.0,4396000000.0,1081000000.0,2132000000.0,721000000.0,4.9
ISAE4,23.21,PN,29/08/2025,ISA ENERGIA PN,20.7,Energia Elétrica,24.39,Energia Elétrica,39523700.0,15292700000.0,30/06/2025,27574500000.0,658883000.0,4.71,4.93,0.74,31.27,3.67,39.3,1.87,51.0,0.35,40.4,2.78,9.5,-0.94,9.9,15.8,6.57,5.95,6.62,0.68,17.1,0.19,43946700000.0,14112100000.0,1830260000.0,12281800000.0,6605420000.0,20602000000.0,8170740000.0,1432870000.0,4163430000.0,271597000.0,3247310000.0,215173000.0,10.2
CMIG4,11.11,PN N1,29/08/2025,CEMIG PN N1,9.24,Energia Elétrica,11.18,Energia Elétrica,115735000.0,31794400000.0,30/06/2025,44079500000.0,2861780000.0,4.89,2.27,1.12,9.95,4.73,18.2,0.76,16.0,0.5,15.5,-522.19,10.6,-1.49,11.7,22.8,5.4,1.0,6.55,0.54,9.4,0.66,63411200000.0,15263900000.0,2978860000.0,12285100000.0,13612200000.0,28473200000.0,41956300000.0,10786300000.0,6726120000.0,1969430000.0,6502650000.0,1187630000.0,7.3
EQMA3B,30.49,ON MB,28/08/2025,CEMAR ON MB,20.15,Energia Elétrica,30.49,Energia Elétrica,10768.0,5005970000.0,30/06/2025,8111700000.0,164184000.0,5.86,5.2,1.18,25.74,3.49,28.3,0.76,21.7,0.44,12.9,7.01,12.7,-1.17,14.8,20.2,4.54,1.34,5.66,0.98,9.0,0.58,11321200000.0,4129560000.0,1023830000.0,3105730000.0,2817390000.0,4226690000.0,6598740000.0,1685810000.0,1433340000.0,420076000.0,853723000.0,276058000.0,9.0
CLSC3,93.0,ON N2,28/08/2025,CELESC ON N2,67.55,Energia Elétrica,101.97,Energia Elétrica,19551.0,3587200000.0,30/06/2025,7384260000.0,38572000.0,5.91,15.75,0.93,100.5,3.33,16.6,0.32,9.5,0.28,5.4,5.27,8.3,-0.66,9.2,15.7,5.12,1.23,6.85,1.08,2.1,0.87,12998900000.0,4173420000.0,376351000.0,3797070000.0,3671460000.0,3876460000.0,11315900000.0,2899540000.0,1078100000.0,308841000.0,607398000.0,148491000.0,7.1
ENGI4,8.92,PN,29/08/2025,ENERGISA PN,5.88,Energia Elétrica,8.99,Energia Elétrica,116274.0,20421700000.0,30/06/2025,49518400000.0,2289420000.0,5.98,1.49,1.12,7.96,3.1,25.1,0.58,18.8,0.26,12.4,6.11,8.3,-0.53,9.7,18.7,5.77,1.23,7.52,2.07,10.2,0.44,79416800000.0,37814300000.0,8717610000.0,29096700000.0,17857200000.0,18226900000.0,35112200000.0,8563870000.0,6586860000.0,1715970000.0,3414850000.0,257292000.0,6.5
CBEE3,11.0,ON,29/08/2025,AMPLA ENERG ON,8.38,Energia Elétrica,19.04,Energia Elétrica,1179.0,4180440000.0,30/06/2025,8827770000.0,380040000.0,6.07,1.81,0.5,22.14,3.82,14.9,0.45,11.9,0.21,7.5,-1.18,5.5,-0.56,6.0,8.2,4.39,0.53,8.07,0.58,5.0,0.46,19928600000.0,4840300000.0,192967000.0,4647330000.0,4011230000.0,8414670000.0,9229550000.0,2259340000.0,1094480000.0,184670000.0,688227000.0,-67366000.0,3.8
ISAE3,30.51,ON,29/08/2025,ISA ENERGIA ON,28.19,Energia Elétrica,32.4,Energia Elétrica,67382.0,20102500000.0,30/06/2025,32384300000.0,658883000.0,6.19,4.93,0.98,31.27,4.83,39.3,2.46,51.0,0.46,40.4,3.66,9.5,-1.24,9.9,15.8,7.71,5.95,7.78,0.68,17.1,0.19,43946700000.0,14112100000.0,1830260000.0,12281800000.0,6605420000.0,20602000000.0,8170740000.0,1432870000.0,4163430000.0,271597000.0,3247310000.0,215173000.0,7.7
COCE5,28.8,PNA,29/08/2025,CIA ENERG CEARA - COELCE PNA,22.25,Energia Elétrica,31.5,Energia Elétrica,302976.0,2485500000.0,30/06/2025,7901080000.0,86302000.0,6.41,4.5,0.47,60.78,1.93,17.5,0.28,14.6,0.16,4.4,-1.09,8.5,-0.36,9.5,7.4,3.95,0.57,6.13,1.07,5.4,0.58,15178500000.0,5600630000.0,185044000.0,5415590000.0,3042080000.0,5245550000.0,8841820000.0,2270990000.0,1288350000.0,401961000.0,387968000.0,83436000.0,4.2
CLSC4,102.99,PN N2,29/08/2025,CELESC PN N2,69.96,Energia Elétrica,106.38,Energia Elétrica,431522.0,3972530000.0,30/06/2025,7769600000.0,38572000.0,6.54,15.75,1.02,100.5,3.68,16.6,0.35,9.5,0.31,5.4,5.84,8.3,-0.73,9.2,15.7,5.38,1.23,7.21,1.08,2.1,0.87,12998900000.0,4173420000.0,376351000.0,3797070000.0,3671460000.0,3876460000.0,11315900000.0,2899540000.0,1078100000.0,308841000.0,607398000.0,148491000.0,7.0
ENGI11,48.81,UNT N2,29/08/2025,ENERGISA UNT N2,33.28,Energia Elétrica,48.81,Energia Elétrica,95851700.0,22349400000.0,30/06/2025,51446100000.0,2289420000.0,6.54,7.46,1.23,39.81,3.39,25.1,0.64,18.8,0.28,12.4,6.69,8.3,-0.58,9.7,18.7,6.0,1.23,7.81,2.07,10.2,0.44,79416800000.0,37814300000.0,8717610000.0,29096700000.0,17857200000.0,18226900000.0,35112200000.0,8563870000.0,6586860000.0,1715970000.0,3414850000.0,257292000.0,5.9
CMIG3,14.94,ON N1,29/08/2025,CEMIG ON N1,12.78,Energia Elétrica,18.54,Energia Elétrica,2042730.0,42755000000.0,30/06/2025,55040100000.0,2861780000.0,6.58,2.27,1.5,9.95,6.36,18.2,1.02,16.0,0.67,15.5,-702.2,10.6,-2.01,11.7,22.8,6.74,1.0,8.18,0.54,9.4,0.66,63411200000.0,15263900000.0,2978860000.0,12285100000.0,13612200000.0,28473200000.0,41956300000.0,10786300000.0,6726120000.0,1969430000.0,6502650000.0,1187630000.0,5.4
TAEE3,11.5,ON N2,29/08/2025,TAESA ON N2,10.07,Energia Elétrica,11.84,Energia Elétrica,777600.0,11885200000.0,30/06/2025,21297000000.0,1033500000.0,6.63,1.73,1.56,7.37,4.99,61.8,2.75,55.1,0.55,41.5,19.41,11.1,-1.11,11.7,23.5,8.82,1.24,8.94,1.35,2.9,0.2,21504900000.0,10308700000.0,896883000.0,9411830000.0,3198270000.0,7612370000.0,4320430000.0,1261830000.0,2382110000.0,653817000.0,1791930000.0,510019000.0,8.6
TAEE4,11.6,PN N2,29/08/2025,TAESA PN N2,10.14,Energia Elétrica,11.88,Energia Elétrica,1345850.0,11988600000.0,30/06/2025,21400400000.0,1033500000.0,6.69,1.73,1.57,7.37,5.03,61.8,2.77,55.1,0.56,41.5,19.58,11.1,-1.12,11.7,23.5,8.86,1.24,8.98,1.35,2.9,0.2,21504900000.0,10308700000.0,896883000.0,9411830000.0,3198270000.0,7612370000.0,4320430000.0,1261830000.0,2382110000.0,653817000.0,1791930000.0,510019000.0,8.5
EQPA3,5.51,ON,29/08/2025,EQTL PARA ON,4.68,Energia Elétrica,6.4,Energia Elétrica,193378.0,12172000000.0,30/06/2025,16834100000.0,2209070000.0,6.7,0.82,2.6,2.12,4.28,28.9,1.05,24.5,0.68,15.7,-119.56,15.9,-1.61,19.6,38.9,5.0,0.98,5.92,1.46,14.0,0.65,17935500000.0,6807940000.0,2145850000.0,4662090000.0,5693220000.0,4674070000.0,11598400000.0,3012830000.0,2843070000.0,649834000.0,1816010000.0,360680000.0,12.0
TAEE11,34.87,UNT,29/08/2025,TAESA UNT,29.93,Energia Elétrica,35.69,Energia Elétrica,56702800.0,12012700000.0,30/06/2025,21424500000.0,1033500000.0,6.7,5.2,1.58,22.1,5.04,61.8,2.78,55.1,0.56,41.5,19.62,11.1,-1.12,11.7,23.5,8.87,1.24,8.99,1.35,2.9,0.2,21504900000.0,10308700000.0,896883000.0,9411830000.0,3198270000.0,7612370000.0,4320430000.0,1261830000.0,2382110000.0,653817000.0,1791930000.0,510019000.0,8.5
EQPA5,6.25,PNA,28/08/2025,EQTL PARA PNA,6.25,Energia Elétrica,7.51,Energia Elétrica,43.0,13806700000.0,30/06/2025,18468800000.0,2209070000.0,7.6,0.82,2.95,2.12,4.86,28.9,1.19,24.5,0.77,15.7,-135.62,15.9,-1.82,19.6,38.9,5.49,0.98,6.5,1.46,14.0,0.65,17935500000.0,6807940000.0,2145850000.0,4662090000.0,5693220000.0,4674070000.0,11598400000.0,3012830000.0,2843070000.0,649834000.0,1816010000.0,360680000.0,10.5
NEOE3,27.34,ON NM,29/08/2025,NEOENERGIA ON NM,17.64,Energia Elétrica,27.34,Energia Elétrica,26833300.0,33185200000.0,30/06/2025,78171200000.0,1213800000.0,7.67,3.56,0.94,29.02,3.02,26.7,0.65,21.5,0.3,8.5,10.87,9.9,-0.61,10.9,12.3,5.6,1.17,7.13,1.44,6.3,0.46,110816000000.0,50695000000.0,5709000000.0,44986000000.0,21358000000.0,35221000000.0,51028000000.0,12856000000.0,10971000000.0,2554000000.0,4325000000.0,1631000000.0,3.0
EQPA7,6.52,PNC,29/07/2025,EQTL PARA PNC,6.52,Energia Elétrica,8.05,Energia Elétrica,45.0,14403200000.0,30/06/2025,19065200000.0,2209070000.0,7.93,0.82,3.08,2.12,5.07,28.9,1.24,24.5,0.8,15.7,-141.48,15.9,-1.9,19.6,38.9,5.66,0.98,6.71,1.46,14.0,0.65,17935500000.0,6807940000.0,2145850000.0,4662090000.0,5693220000.0,4674070000.0,11598400000.0,3012830000.0,2843070000.0,649834000.0,1816010000.0,360680000.0,10.1
COCE3,37.0,ON,28/08/2025,CIA ENERG CEARA - COELCE ON,23.59,Energia Elétrica,37.0,Energia Elétrica,2002.0,3193170000.0,30/06/2025,8608760000.0,86302000.0,8.23,4.5,0.61,60.78,2.48,17.5,0.36,14.6,0.21,4.4,-1.4,8.5,-0.46,9.5,7.4,4.3,0.57,6.68,1.07,5.4,0.58,15178500000.0,5600630000.0,185044000.0,5415590000.0,3042080000.0,5245550000.0,8841820000.0,2270990000.0,1288350000.0,401961000.0,387968000.0,83436000.0,3.3
CPFE3,39.37,ON,29/08/2025,CPFL ENERGIA SA ON,28.79,Energia Elétrica,41.23,Energia Elétrica,51506400.0,45364300000.0,30/06/2025,70085400000.0,1152250000.0,8.39,4.69,2.11,18.64,4.02,31.5,1.03,25.6,0.57,13.0,-20.01,14.2,-1.11,15.8,25.2,5.27,0.88,6.22,1.35,5.1,0.56,79238200000.0,28931800000.0,4210650000.0,24721100000.0,16105800000.0,21481800000.0,44004800000.0,10549100000.0,11271400000.0,2574690000.0,5406970000.0,1124320000.0,7.1
EQPA6,7.1,PNB,18/07/2025,EQTL PARA PNB,7.1,Energia Elétrica,7.1,Energia Elétrica,158.0,15684400000.0,30/06/2025,20346500000.0,2209070000.0,8.64,0.82,3.36,2.12,5.52,28.9,1.35,24.5,0.87,15.7,-154.06,15.9,-2.07,19.6,38.9,6.04,0.98,7.16,1.46,14.0,0.65,17935500000.0,6807940000.0,2145850000.0,4662090000.0,5693220000.0,4674070000.0,11598400000.0,3012830000.0,2843070000.0,649834000.0,1816010000.0,360680000.0,9.3
CEBR5,24.6,PNA,29/08/2025,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA PNA,14.16,Energia Elétrica,24.6,Energia Elétrica,118991.0,1773220000.0,30/06/2025,1195490000.0,72082000.0,9.02,2.73,1.65,14.93,13.13,49.4,4.04,30.8,1.2,56.2,2.57,9.1,2.8,15.5,18.3,8.34,7.5,8.85,-,4.2,0.3,1480520000.0,,577724000.0,-577724000.0,795141000.0,1076040000.0,438817000.0,128514000.0,135013000.0,36477000.0,196616000.0,47296000.0,8.0
EKTR3,45.0,ON,06/08/2025,ELEKTRO ELETRICIDADE E SERVIÇOS SA ON,33.04,Energia Elétrica,45.0,Energia Elétrica,1061.0,8719160000.0,30/06/2025,15539200000.0,193759000.0,9.04,4.98,3.74,12.04,3.8,27.9,0.91,24.0,0.71,10.1,14.06,18.7,-1.29,21.0,41.3,5.73,1.24,6.77,3.18,4.9,0.78,12292000000.0,7408000000.0,588000000.0,6820000000.0,3208000000.0,2333000000.0,9565000000.0,2354000000.0,2296000000.0,550000000.0,964000000.0,251000000.0,10.5
ALUP4,9.57,PN N2,29/08/2025,ALUPAR PN N2,8.17,Energia Elétrica,10.07,Energia Elétrica,103094.0,9463590000.0,30/06/2025,18542200000.0,988881000.0,9.12,1.05,1.1,8.67,3.37,69.4,2.19,64.9,0.3,42.4,2.72,9.0,-0.74,10.2,12.1,6.21,2.13,6.61,1.49,-11.5,0.14,31334800000.0,12775100000.0,3696420000.0,9078660000.0,6556470000.0,8570260000.0,4322750000.0,1047140000.0,2804950000.0,660453000.0,1037720000.0,144867000.0,3.1
CEBR3,24.93,ON,29/08/2025,CEB - COMPANHIA ENERGÉTICA DE BRASÍLIA ON,14.49,Energia Elétrica,24.93,Energia Elétrica,162731.0,1797000000.0,30/06/2025,1219280000.0,72082000.0,9.14,2.73,1.67,14.93,13.31,49.4,4.1,30.8,1.21,56.2,2.61,9.1,2.84,15.5,18.3,8.51,7.5,9.03,-,4.2,0.3,1480520000.0,,577724000.0,-577724000.0,795141000.0,1076040000.0,438817000.0,128514000.0,135013000.0,36477000.0,196616000.0,47296000.0,7.9
ENGI3,13.7,ON,29/08/2025,ENERGISA ON,9.32,Energia Elétrica,14.18,Energia Elétrica,111921.0,31365100000.0,30/06/2025,60461800000.0,2289420000.0,9.18,1.49,1.72,7.96,4.76,25.1,0.89,18.8,0.39,12.4,9.39,8.3,-0.81,9.7,18.7,7.05,1.23,9.18,2.07,10.2,0.44,79416800000.0,37814300000.0,8717610000.0,29096700000.0,17857200000.0,18226900000.0,35112200000.0,8563870000.0,6586860000.0,1715970000.0,3414850000.0,257292000.0,4.2
ALUP11,29.8,UNT N2,29/08/2025,ALUPAR UNT N2,24.74,Energia Elétrica,31.11,Energia Elétrica,32137600.0,9822880000.0,30/06/2025,18901500000.0,988881000.0,9.47,3.15,1.15,26.0,3.5,69.4,2.27,64.9,0.31,42.4,2.82,9.0,-0.77,10.2,12.1,6.33,2.13,6.74,1.49,-11.5,0.14,31334800000.0,12775100000.0,3696420000.0,9078660000.0,6556470000.0,8570260000.0,4322750000.0,1047140000.0,2804950000.0,660453000.0,1037720000.0,144867000.0,3.0
